名称,大类,中类,经度,纬度,省份,地级市,区县,lon_wgs,lat_wgs
焖飞汽车,汽车相关,汽车销售,121.482312,31.088356,上海市,上海市,闵行区,121.47782999155393,31.090409625177173
上海沪光汽车配件有限责任公司,公司企业,公司,121.482131,31.088517,上海市,上海市,闵行区,121.477648355208,31.090570009920395
伟伯专营店,购物消费,家居建材,121.481671,31.088116,上海市,上海市,闵行区,121.47718680966011,31.0901679065923
上海士娴文化传播有限责任公司,公司企业,其他,121.482111,31.08719,上海市,上海市,闵行区,121.4776283994721,31.089243702724477
J+极珈,生活服务,美容理发,121.488836,31.095231,上海市,上海市,闵行区,121.48437619812499,31.09729992639611
上海建工房产,生活服务,中介,121.487494,31.088715,上海市,上海市,闵行区,121.48303001399655,31.090783614984062
上海建工浦江皇冠假日酒店停车场,交通设施,停车场,121.488831,31.090048,上海市,上海市,闵行区,121.48437162073421,31.092119831673237
上海建工浦江皇冠假日酒店停车场,交通设施,停车场,121.490361,31.089595,上海市,上海市,闵行区,121.48590708628716,31.091671650732746
上海家尧实业有限责任公司,公司企业,公司,121.482036,31.08878,上海市,上海市,闵行区,121.47755300624532,31.090832586286634
光点光伏,公司企业,公司,121.486442,31.092965,上海市,上海市,闵行区,121.48197395506634,31.095028106168858
上海利彬玻璃有限责任公司,公司企业,公司,121.482344,31.087591,上海市,上海市,闵行区,121.47786216684665,31.08964515063356
上海浦江振兴五金配件装潢部,购物消费,家居建材,121.483337,31.088861,上海市,上海市,闵行区,121.4788584854136,31.090917317221837
小吴铝合金门窗加工,购物消费,家居建材,121.484349,31.088133,上海市,上海市,闵行区,121.47987405684302,31.09019268284032
陈行种子店,购物消费,其他,121.483468,31.088731,上海市,上海市,闵行区,121.47898994981341,31.09078777231374
上海艾易唯新能源科技有限责任公司,公司企业,公司,121.481973,31.089451,上海市,上海市,闵行区,121.47748973261561,31.091503024834992
青溪间养生·足疗·推拿·SPA,生活服务,美容理发,121.490442,31.090402,上海市,上海市,闵行区,121.48598830580491,31.092478437154472
上海杰运粮食专业农业合作社,公司企业,农林牧渔,121.485951,31.090599,上海市,上海市,闵行区,121.48148143572223,31.09266199259328
上海宏皓海事服务有限责任公司,公司企业,公司,121.489778,31.093686,上海市,上海市,闵行区,121.48532166790292,31.09575860263398
上海亮土智能科技有限责任公司,公司企业,公司,121.482864,31.088816,上海市,上海市,闵行区,121.47838385483725,31.09087096677597
上海唯艾吉汽车技术服务有限责任公司,汽车相关,汽车维修,121.481801,31.089345,上海市,上海市,闵行区,121.4773171510089,31.09139658741948
众冉门窗,购物消费,家居建材,121.485394,31.095234,上海市,上海市,闵行区,121.48092209383017,31.097292743068323
浦江坤庭翠御客户服务运营中心,公司企业,其他,121.486963,31.091511,上海市,上海市,闵行区,121.48249690808531,31.093576464668143
汽车公共充电站,汽车相关,充电站,121.490292,31.094324,上海市,上海市,闵行区,121.4858374395151,31.096397778559464
国家电网汽车公共充电站,汽车相关,充电站,121.488514,31.089928,上海市,上海市,闵行区,121.48405350982917,31.0919989566198
上海火影生化科技发展有限责任公司,公司企业,公司,121.486288,31.093011,上海市,上海市,闵行区,121.48181941113327,31.09507362593105
依威能源汽车公共充电站,汽车相关,充电站,121.488929,31.095458,上海市,上海市,闵行区,121.48446950799186,31.097527075587088
森通智达汽车公共充电站,汽车相关,充电站,121.48715,31.093573,上海市,上海市,闵行区,121.4826843903056,31.095637855931244
依威能源汽车公共充电站,汽车相关,充电站,121.488557,31.094927,上海市,上海市,闵行区,121.48409623711424,31.096995267447205
兴美都理发,生活服务,美容理发,121.483367,31.088693,上海市,上海市,闵行区,121.47888860350717,31.090749499558164
上海高科工程咨询监理有限责任公司闵行事业部,公司企业,公司,121.484344,31.088428,上海市,上海市,闵行区,121.4798690143589,31.090487501385923
上海炯飞汽车销售服务有限责任公司,汽车相关,汽车销售,121.482159,31.08828,上海市,上海市,闵行区,121.47767647167497,31.090333224996435
前滩商业大厦,商务住宅,其他,121.488171,31.089616,上海市,上海市,闵行区,121.48370932465845,31.091686113778145
浦江坤庭翠御地下专用停车场,交通设施,停车场,121.489302,31.09223,上海市,上海市,闵行区,121.48484410333108,31.094302003271963
保利·茉莉公馆2期,商务住宅,别墅区,121.487098,31.094374,上海市,上海市,闵行区,121.48263213931729,31.09643825131963
兴福寺庙,旅游景点,宗教,121.481673,31.104169,上海市,上海市,闵行区,121.4771874485414,31.10621189653964
江桦路浦秀路,交通设施,公交站,121.488341,31.102234,上海市,上海市,闵行区,121.48387885274914,31.104297530405578
浦秀路江柳路,交通设施,公交站,121.486647,31.100982,上海市,上海市,闵行区,121.48217899264985,31.103041211872924
浦锦路江柳路,交通设施,公交站,121.489667,31.101672,上海市,上海市,闵行区,121.48520959568616,31.103739792166994
浦秀路江桐北路,交通设施,公交站,121.487793,31.097441,上海市,上海市,闵行区,121.48332932597708,31.099505586862673
万科早城,商务住宅,住宅区,121.485792,31.104425,上海市,上海市,闵行区,121.48132070305398,31.106479768684324
中国石化闵艺油站,汽车相关,加油站,121.485726,31.102162,上海市,上海市,闵行区,121.48125466473775,31.104217837169532
红醍半岛北区,商务住宅,住宅区,121.485431,31.099966,上海市,上海市,闵行区,121.48095882042597,31.102022197482196
红醍半岛南区,商务住宅,住宅区,121.486119,31.09744,上海市,上海市,闵行区,121.4816494421841,31.099499637995045
保利·茉莉公馆北区,商务住宅,别墅区,121.489564,31.098233,上海市,上海市,闵行区,121.48510652239308,31.100302409878445
红醒半岛,商务住宅,住宅区,121.485923,31.098615,上海市,上海市,闵行区,121.48145265585617,31.100673401689928
万科早城停车场,交通设施,停车场,121.487562,31.105169,上海市,上海市,闵行区,121.48309685474871,31.107228581939307
东北特色手工水饺,餐饮美食,中国菜,121.485919,31.104386,上海市,上海市,闵行区,121.48144815083745,31.10644116434746
巷子里老火锅,餐饮美食,中国菜,121.487713,31.104704,上海市,上海市,闵行区,121.48324842645285,31.106764288557567
忆家香川饭店,餐饮美食,中国菜,121.487982,31.10474,上海市,上海市,闵行区,121.48351837214071,31.106801066374945
上海萱儿公寓,酒店住宿,其他,121.485997,31.104361,上海市,上海市,闵行区,121.48152642605936,31.106416408031027
重庆鸡公煲,餐饮美食,中国菜,121.488154,31.104758,上海市,上海市,闵行区,121.48369097772432,31.10681956689332
龙行天虾,餐饮美食,其他,121.48679,31.104349,上海市,上海市,闵行区,121.48232220846052,31.106406754445917
广式煲仔饭,餐饮美食,中国菜,121.486382,31.104252,上海市,上海市,闵行区,121.48191278458036,31.10630860383691
象山小海鲜店,餐饮美食,中国菜,121.48529,31.104219,上海市,上海市,闵行区,121.48081696605927,31.10627240736708
长沙臭豆腐,餐饮美食,其他,121.486235,31.104569,上海市,上海市,闵行区,121.48176524219316,31.106624993559794
虾盔蟹甲,餐饮美食,中国菜,121.487172,31.104676,上海市,上海市,闵行区,121.48270552359051,31.106734701766936
25th Hour,餐饮美食,其他,121.484399,31.103969,上海市,上海市,闵行区,121.4799228827024,31.106019934383088
仙龙虾道,餐饮美食,中国菜,121.487009,31.104769,上海市,上海市,闵行区,121.48254194240205,31.10682716775959
金源山海一味,餐饮美食,中国菜,121.485117,31.104402,上海市,上海市,闵行区,121.4806433467125,31.106454797347677
神猴川菜纸包鱼,餐饮美食,中国菜,121.486283,31.104578,上海市,上海市,闵行区,121.48181340969352,31.106634130094267
沙县小吃店,餐饮美食,中国菜,121.487685,31.104619,上海市,上海市,闵行区,121.48322033497904,31.10667925291736
咖啡厅’&FunBar开心吧,餐饮美食,咖啡,121.488591,31.096182,上海市,上海市,闵行区,121.4841302506881,31.09824966326565
菩提宫养生保健经络SPA连锁,生活服务,其他,121.488885,31.096218,上海市,上海市,闵行区,121.48442528768189,31.098286517636907
波波酒店,餐饮美食,中国菜,121.487445,31.104664,上海市,上海市,闵行区,121.48297948555741,31.106723516673018
七荤八素烤冷面,餐饮美食,中国菜,121.483986,31.103822,上海市,上海市,闵行区,121.4795084604048,31.10587180891019
锦吾阅,餐饮美食,其他,121.485314,31.10125,上海市,上海市,闵行区,121.48084130254342,31.103305135414764
好再来川香饭店,餐饮美食,中国菜,121.487931,31.104691,上海市,上海市,闵行区,121.48346719636186,31.106751942353057
美人万三烤蹄小吃汇,餐饮美食,其他,121.483802,31.103806,上海市,上海市,闵行区,121.47932382342202,31.105855280614882
启元川菜,餐饮美食,中国菜,121.484657,31.103824,上海市,上海市,闵行区,121.4801817927584,31.10587577065998
功夫龙虾店,餐饮美食,其他,121.487267,31.104573,上海市,上海市,闵行区,121.48280086663345,31.10663204032658
浦小鹿,餐饮美食,其他,121.488134,31.104993,上海市,上海市,闵行区,121.4836708871322,31.107054376580212
重庆小面,餐饮美食,其他,121.485953,31.104211,上海市,上海市,闵行区,121.48148228475881,31.106266362040913
早城馒头店,餐饮美食,其他,121.484309,31.103736,上海市,上海市,闵行区,121.47983258963588,31.105786801011096
茶屿蛋糕,餐饮美食,蛋糕甜品店,121.486738,31.104671,上海市,上海市,闵行区,121.48226999841498,31.106728421338463
闻虾蟹舞,餐饮美食,中国菜,121.487794,31.104965,上海市,上海市,闵行区,121.48332968984647,31.107025383309953
喜の澳咖啡,餐饮美食,咖啡,121.487222,31.104536,上海市,上海市,闵行区,121.48275571142065,31.106594927755175
忘忧烧烤铺,餐饮美食,中国菜,121.483929,31.103613,上海市,上海市,闵行区,121.47945128039574,31.105662759013864
皖缘好人家,餐饮美食,中国菜,121.487968,31.104735,上海市,上海市,闵行区,121.4835043231659,31.106796027617822
中国福利会浦江幼稚园,科教文化,幼儿园,121.488247,31.098345,上海市,上海市,闵行区,121.48378485125,31.100410427303384
卡木昂国际俱乐部,运动健身,其他,121.4886,31.096235,上海市,上海市,闵行区,121.48413927800769,31.098302660259698
萝伦高端血统猫舍,购物消费,其他,121.485606,31.10437,上海市,上海市,闵行区,121.4811340572134,31.106424252048676
玉仁堂,购物消费,其他,121.490635,31.096671,上海市,上海市,闵行区,121.48618146018124,31.09874448504349
蚝大人烤海鲜,餐饮美食,中国菜,121.483307,31.10339,上海市,上海市,闵行区,121.4788271443615,31.105438069704597
臻致宠物,购物消费,其他,121.490972,31.096684,上海市,上海市,闵行区,121.48651965883583,31.098758486202474
大厨小味·川湘菜,餐饮美食,中国菜,121.48376,31.103527,上海市,上海市,闵行区,121.4792817015525,31.105576313676337
万科养身足浴,生活服务,洗浴推拿,121.486664,31.104494,上海市,上海市,闵行区,121.48219575360298,31.10655130139115
潜江油焖大虾,餐饮美食,中国菜,121.486971,31.104692,上海市,上海市,闵行区,121.48250381535499,31.106750098296626
彩虹宠物,购物消费,其他,121.484693,31.10409,上海市,上海市,闵行区,121.48021789545795,31.106141727802157
谊家大食堂,餐饮美食,中国菜,121.484677,31.103822,上海市,上海市,闵行区,121.48020186256251,31.105873830370232
三林中河传统名华肉皮,购物消费,市场,121.483067,31.104313,上海市,上海市,闵行区,121.47858623595187,31.106359856545797
国际名猫生活馆,购物消费,其他,121.486237,31.104771,上海市,上海市,闵行区,121.481767232017,31.106826886889912
王胖渔具专卖店,购物消费,其他,121.484593,31.103744,上海市,上海市,闵行区,121.48011757678348,31.10579562780926
萱姐一人食大盘鸡水煮鱼酸菜鱼,餐饮美食,中国菜,121.486322,31.104535,上海市,上海市,闵行区,121.4818525500922,31.1065912690882
耐威克宠物城堡,购物消费,其他,121.487134,31.104946,上海市,上海市,闵行区,121.48266736694727,31.107004438889053
园林机械,购物消费,其他,121.484674,31.10382,上海市,上海市,闵行区,121.48019885228729,31.105871822696106
山城腊肉馆·腊排骨火锅,餐饮美食,其他,121.486867,31.104367,上海市,上海市,闵行区,121.48239947746752,31.106424971973514
风华SPA,生活服务,美容理发,121.490697,31.096582,上海市,上海市,闵行区,121.48624368837926,31.098655720477513
喜之工坊,购物消费,其他,121.487745,31.104695,上海市,上海市,闵行区,121.48328054003203,31.10675538844914
澜沧古茶,购物消费,其他,121.488898,31.096292,上海市,上海市,闵行区,121.48443832740716,31.098360514768135
艺轩书院,科教文化,培训单位,121.489111,31.096361,上海市,上海市,闵行区,121.48465207572099,31.098430110178498
废品回收站,生活服务,其他,121.487699,31.104673,上海市,上海市,闵行区,121.48323437973683,31.106733264327403
优比家儿童成长中心,科教文化,其他,121.484056,31.104131,上海市,上海市,闵行区,121.47957867708556,31.106180841097885
江桦路浦秀路图书馆,科教文化,其他,121.485313,31.10122,上海市,上海市,闵行区,121.48084030160499,31.103275149249008
鼎枫文化,科教文化,其他,121.490658,31.102373,上海市,上海市,闵行区,121.4862040578887,31.104443360972173
易彩广告印刷,公司企业,公司,121.487034,31.104525,上海市,上海市,闵行区,121.48256705105813,31.106583377671274
易彩广告印刷,生活服务,其他,121.48707,31.104567,上海市,上海市,闵行区,121.48260317408077,31.10662546074319
聚点团建轰趴馆,休闲娱乐,其他,121.487384,31.10498,上海市,上海市,闵行区,121.48291824388194,31.10703915994344
新大洲电动车,购物消费,其他,121.488019,31.104733,上海市,上海市,闵行区,121.48355550330461,31.106794180077948
羊汤早餐店,餐饮美食,小吃快餐,121.487581,31.104668,上海市,上海市,闵行区,121.4831159642961,31.10672791736515
莘学教育培训学校,科教文化,培训单位,121.487627,31.105099,上海市,上海市,闵行区,121.48316208974266,31.107158813558186
壹艺现代音乐中心,科教文化,培训单位,121.485267,31.104125,上海市,上海市,闵行区,121.48079389376393,31.106178392215124
小樊车店,购物消费,其他,121.487759,31.104604,上海市,上海市,闵行区,121.48329459712974,31.106664480673007
大城小爱炸串,餐饮美食,小吃快餐,121.486579,31.104297,上海市,上海市,闵行区,121.48211047195774,31.10635416019129
翼泽国际象棋培训,科教文化,培训单位,121.487768,31.105004,上海市,上海市,闵行区,121.4833035948515,31.107064284482302
汉卤帝炒饭,餐饮美食,小吃快餐,121.487125,31.104698,上海市,上海市,闵行区,121.48265835638168,31.10675655044328
文飞围棋,科教文化,培训单位,121.488944,31.096204,上海市,上海市,闵行区,121.48448449771239,31.098272701110258
文飞围棋,运动健身,其他,121.488922,31.096198,上海市,上海市,闵行区,121.48446242034444,31.098266638994534
贵州习酒,购物消费,其他,121.484132,31.103717,上海市,上海市,闵行区,121.47965497625317,31.105767294063966
Penrose pure儿童摄像馆,生活服务,摄影打印,121.485907,31.104426,上海市,上海市,闵行区,121.48143610542701,31.106481106711776
绿源优达清真牛羊肉配送中心,购物消费,市场,121.486929,31.104457,上海市,上海市,闵行区,121.48246168770714,31.106515105085702
骊恩丝成衣改衣工厂店,购物消费,其他,121.485681,31.104406,上海市,上海市,闵行区,121.48120931639518,31.10646045261502
M.K国际名猫舍,购物消费,其他,121.486165,31.105065,上海市,上海市,闵行区,121.48169495466175,31.10712051081556
伟笑超级市场,购物消费,便利店,121.488464,31.096039,上海市,上海市,闵行区,121.48400281388511,31.0981063660415
上海师范大学附属闵行第三小学,科教文化,小学,121.4882,31.103825,上海市,上海市,闵行区,121.48373721946946,31.10588722360202
思寓超级市场,购物消费,便利店,121.490836,31.096651,上海市,上海市,闵行区,121.4863831773265,31.098725097650213
上海泉蒙文化传播有限责任公司,科教文化,其他,121.488683,31.096107,上海市,上海市,闵行区,121.48422258240869,31.098174978985124
约定理发店,生活服务,美容理发,121.486377,31.104246,上海市,上海市,闵行区,121.48190776755462,31.106302592430154
caster圈圈:浩,购物消费,其他,121.485973,31.101079,上海市,上海市,闵行区,121.48150262127116,31.103136169645495
早城便利超市,购物消费,便利店,121.488162,31.104853,上海市,上海市,闵行区,121.48369899789489,31.10691453771344
重庆酸辣粉,餐饮美食,小吃快餐,121.486135,31.104535,上海市,上海市,闵行区,121.48166489463726,31.106590717697234
安格斯童话王国,购物消费,其他,121.485577,31.104517,上海市,上海市,闵行区,121.48110494332376,31.106571084819862
UCC国际洗衣,生活服务,洗衣,121.485187,31.104196,上海市,上海市,闵行区,121.48071360849234,31.10624911769132
回收点,生活服务,其他,121.483292,31.103675,上海市,上海市,闵行区,121.47881206819451,31.105722867039965
嗨公装,生活服务,其他,121.483655,31.103735,上海市,上海市,闵行区,121.47917631988821,31.105783891349308
漫城地产公司,生活服务,中介,121.488103,31.105009,上海市,上海市,闵行区,121.48363977633039,31.107070275633756
上海三林八号线超大别墅,商务住宅,其他,121.485912,31.100384,上海市,上海市,闵行区,121.48144146684955,31.102441378715923
河南蒸卤面,餐饮美食,小吃快餐,121.486167,31.104226,上海市,上海市,闵行区,121.48169703305615,31.106281984266438
聚像装饰,生活服务,其他,121.48811,31.104921,上海市,上海市,闵行区,121.48364680852337,31.1069823454402
陆家嘴红醍半岛,商务住宅,住宅区,121.485875,31.098633,上海市,上海市,闵行区,121.48140448631754,31.100691250251803
嗨道汽车,汽车相关,其他,121.483628,31.103466,上海市,上海市,闵行区,121.47914924924189,31.105514962665303
保利茉莉公馆3期,商务住宅,其他,121.489702,31.097154,上海市,上海市,闵行区,121.4852451036517,31.099224426719925
菜鸟驿站,生活服务,物流,121.487014,31.104769,上海市,上海市,闵行区,121.48254695998199,31.106827182546265
傅林汽车服务,汽车相关,其他,121.483406,31.103452,上海市,上海市,闵行区,121.47892648164921,31.105500323439195
美亚明星齿科种植矫正联合中心,医疗保健,专科医院,121.485879,31.104643,上海市,上海市,闵行区,121.48140798895392,31.106697903317652
永江地产公司,生活服务,中介,121.488291,31.1048,上海市,上海市,闵行区,121.4838284579907,31.106861950357654
叁匠汽车,汽车相关,其他,121.485933,31.104155,上海市,上海市,闵行区,121.48146221950414,31.106210334355875
On Fire美甲美睫,生活服务,美容理发,121.490785,31.096761,上海市,上海市,闵行区,121.48633198641873,31.098834883278666
Gigi美容美甲店,生活服务,美容理发,121.487405,31.104976,上海市,上海市,闵行区,121.48293931816517,31.107035224361606
上海师范大学附属闵行第三中学,科教文化,其他,121.490032,31.10374,上海市,上海市,闵行区,121.48557571592886,31.105807727017044
雅仕达理发,生活服务,美容理发,121.485138,31.104172,上海市,上海市,闵行区,121.48066443955591,31.106224987210524
耐威克电子商务,购物消费,其他,121.487014,31.104703,上海市,上海市,闵行区,121.48254696559559,31.106761219323428
上海又中汽车养护站,汽车相关,汽车养护,121.484806,31.103809,上海市,上海市,闵行区,121.48033131295792,31.105861215679052
念依装饰,公司企业,公司,121.483603,31.103494,上海市,上海市,闵行区,121.47912416024093,31.105542874146334
哆来咪发食品商店,购物消费,便利店,121.485261,31.103969,上海市,上海市,闵行区,121.48078788609637,31.106022461576472
卡姿洗衣,生活服务,洗衣,121.48722,31.104529,上海市,上海市,闵行区,121.48275370497839,31.106587925737376
成伟汽车维修店,汽车相关,汽车维修,121.48878,31.09612,上海市,上海市,闵行区,121.48431992444326,31.09818826023287
上海安工展览展示服务运营中心,生活服务,其他,121.48253,31.103587,上海市,上海市,闵行区,121.47804744477627,31.10563270164403
上海鸿福诚信门窗店,购物消费,家居建材,121.487463,31.104557,上海市,上海市,闵行区,121.48299755805013,31.106616629620547
松鼠便利,购物消费,便利店,121.485834,31.104079,上海市,上海市,闵行区,121.48136287945921,31.106134085213196
伊味儿快乐休闲食品,购物消费,其他,121.488097,31.105177,上海市,上海市,闵行区,121.48363374086671,31.107238164239092
宏润五金批发部,购物消费,家居建材,121.488081,31.104797,上海市,上海市,闵行区,121.483617716693,31.106858328439973
好药师大药房,医疗保健,医药销售,121.485647,31.104203,上海市,上海市,闵行区,121.48117521477593,31.106257465750094
汉家地产公司,生活服务,中介,121.487378,31.104649,上海市,上海市,闵行区,121.48291225090524,31.10670832660518
壳牌喜力,汽车相关,其他,121.485878,31.104188,上海市,上海市,闵行区,121.48140702417169,31.10624315398938
上海音乐家协会古筝考级报名点,生活服务,其他,121.489121,31.096374,上海市,上海市,闵行区,121.48466211003685,31.09844313266113
两网融合,公司企业,公司,121.48286,31.104523,上海市,上海市,闵行区,121.47837850316476,31.106569137764215
上海琉泰文化传播有限责任公司,科教文化,其他,121.485589,31.104483,上海市,上海市,闵行区,121.48111698816588,31.106537139062503
聚天会展流转仓库,公司企业,公司,121.485458,31.104006,上海市,上海市,闵行区,121.48098557094032,31.106060019800243
楠昉文化创意独立工作室,公司企业,公司,121.488592,31.096037,上海市,上海市,闵行区,121.48413126654471,31.09810474768437
嗨道汽车有限责任公司,公司企业,公司,121.4839,31.103598,上海市,上海市,闵行区,121.47942218105479,31.105647682702923
上海鹤萍商贸有限责任公司,公司企业,公司,121.487469,31.104608,上海市,上海市,闵行区,121.48300357484533,31.106667618970636
上海携惠贸易有限责任公司,公司企业,公司,121.482883,31.103406,上海市,上海市,闵行区,121.47840167772799,31.105452827469367
BugsMaster百克,公司企业,公司,121.48762,31.104785,上海市,上海市,闵行区,121.48315509177455,31.10684496774757
东芝中央空调售后维修服务运营中心,购物消费,家电数码,121.485285,31.104049,上海市,上海市,闵行区,121.48081196307234,31.106102487462657
舒适尔室内设计,公司企业,公司,121.490507,31.096594,上海市,上海市,闵行区,121.48605301132203,31.098667145470923
万科早城1期,商务住宅,其他,121.486781,31.104616,上海市,上海市,闵行区,121.48231315413291,31.106673579035867
斯蒂尔,公司企业,其他,121.484521,31.104075,上海市,上海市,闵行区,121.48004529804517,31.10612623238198
老杨诚信门窗店,购物消费,家居建材,121.486398,31.104285,上海市,上海市,闵行区,121.48192883789105,31.106341632647457
知赢科技,公司企业,公司,121.484513,31.103985,上海市,上海市,闵行区,121.48003727787324,31.10603625914347
上海聚洪化妆品有限责任公司,公司企业,公司,121.48373,31.103946,上海市,上海市,闵行区,121.47925156186298,31.105994992446846
红醍半岛生活垃圾四分类投放处社区“两网融合”回收点,生活服务,其他,121.485261,31.09847,上海市,上海市,闵行区,121.48078835409436,31.10052653591209
上海智龙国际货运代理有限责任公司仓库,公司企业,公司,121.482606,31.103441,上海市,上海市,闵行区,121.47812371916301,31.105487003589822
振浦电力调度设备有限责任公司,公司企业,公司,121.486423,31.104882,上海市,上海市,闵行区,121.48195387479308,31.1069383737006
济群信息技术,公司企业,公司,121.484286,31.10397,上海市,上海市,闵行区,121.47980948976719,31.10602060323596
上海麦馨餐饮管理有限责任公司,公司企业,公司,121.488111,31.105069,上海市,上海市,闵行区,121.48364779947127,31.1071302659591
充电队长汽车公共充电站,汽车相关,充电站,121.489688,31.097474,上海市,上海市,闵行区,121.4852310267926,31.099544205404595
上海学喆建筑装饰工程有限责任公司,公司企业,公司,121.484533,31.103807,上海市,上海市,闵行区,121.48005736261669,31.10585841696707
中粮万科早城专用停车场,交通设施,停车场,121.487872,31.105194,上海市,上海市,闵行区,121.48340794546414,31.10725448708957
易捷便利店,购物消费,便利店,121.485689,31.102238,上海市,上海市,闵行区,121.48121752886412,31.104293685844542
万科早城专用停车场,交通设施,停车场,121.486273,31.104439,上海市,上海市,闵行区,121.48180338646155,31.10649517807405
丁连村民生态公园,旅游景点,公园,121.480816,31.096116,上海市,上海市,闵行区,121.4763282020566,31.0981609337137
塘浦路许家桥,交通设施,公交站,121.47496,31.10304,上海市,上海市,闵行区,121.47045197781762,31.105064518845257
塘浦路苏近路,交通设施,公交站,121.476597,31.096511,上海市,上海市,闵行区,121.4720949470244,31.098543733345707
塘浦路近浦村,交通设施,公交站,121.475722,31.100573,上海市,上海市,闵行区,121.47121669969924,31.102601013126293
公厕,生活服务,公厕,121.481264,31.103702,上海市,上海市,闵行区,121.47677708682926,31.105743977017042
公厕,生活服务,公厕,121.475196,31.100233,上海市,上海市,闵行区,121.47068899390769,31.102259741572333
公厕,生活服务,公厕,121.476176,31.101993,上海市,上海市,闵行区,121.47167208107615,31.104021485384223
公厕,生活服务,公厕,121.480389,31.105332,上海市,上海市,闵行区,121.47589896011681,31.107370552970504
上海民办文河小学,科教文化,小学,121.480242,31.104671,上海市,上海市,闵行区,121.47575151601431,31.106709499778674
近浦工业园区区,商务住宅,产业园,121.474922,31.097638,上海市,上海市,闵行区,121.47041431461692,31.099665436133233
老毛奶油草莓采摘基地,休闲娱乐,农家乐,121.47483,31.103065,上海市,上海市,闵行区,121.4703215486848,31.10508914509274
上海民办中河幼稚园,科教文化,幼儿园,121.480646,31.104238,上海市,上海市,闵行区,121.47615692942259,31.10627790014789
草莓采摘园,休闲娱乐,其他,121.474727,31.097332,上海市,上海市,闵行区,121.47021870064575,31.099359068371804
近浦超级市场,购物消费,超市,121.476042,31.099281,上海市,上海市,闵行区,121.47153786871249,31.101310628273517
上海羿音文化传播有限责任公司,科教文化,其他,121.475705,31.09846,上海市,上海市,闵行区,121.47119982404311,31.100489148955308
上海威天文化,公司企业,公司,121.475332,31.10062,上海市,上海市,闵行区,121.47082540875303,31.102646902477158
上海威天文化,科教文化,其他,121.475338,31.100592,上海市,上海市,闵行区,121.4708314309168,31.102618934799295
近浦村垃圾分类收集房,生活服务,其他,121.475097,31.100257,上海市,上海市,闵行区,121.47058966608434,31.102283453636375
