名称,大类,中类,经度,纬度,省份,地级市,区县,lon_wgs,lat_wgs,category_group
中山北一路花园路,交通设施,公交站,121.477148,31.272579,上海市,上海市,虹口区,121.47263270185114,31.274525150899446,Transport
闸北中心医院,医疗保健,综合医院,121.461519,31.254361,上海市,上海市,静安区,121.45695632381896,31.25627385629368,Medical_Service
公厕,生活服务,公厕,121.461875,31.25434,上海市,上海市,静安区,121.45731335566212,31.2562537329451,Toilet
无障碍洗手间,生活服务,公厕,121.461822,31.254286,上海市,上海市,静安区,121.4572602066963,31.256199627479127,Toilet
无障碍洗手间,生活服务,公厕,121.46222,31.254506,上海市,上海市,静安区,121.45765934377168,31.25642050361065,Toilet
无障碍洗手间,生活服务,公厕,121.461825,31.254314,上海市,上海市,静安区,121.45726321297148,31.25622762240643,Toilet
无障碍洗手间,生活服务,公厕,121.461808,31.25429,上海市,上海市,静安区,121.45724616578596,31.25620359155024,Toilet
无障碍洗手间,生活服务,公厕,121.461593,31.254431,上海市,上海市,静安区,121.4570305315126,31.256344005302203,Toilet
无障碍洗手间,生活服务,公厕,121.461563,31.254315,上海市,上海市,静安区,121.45700045485724,31.256227983650422,Toilet
无障碍洗手间,生活服务,公厕,121.461576,31.254381,上海市,上海市,静安区,121.45701348671172,31.256293986065355,Toilet
无障碍洗手间,生活服务,公厕,121.46162,31.254396,上海市,上海市,静安区,121.45705761256988,31.25630908650021,Toilet
无障碍洗手间,生活服务,公厕,121.461779,31.254305,上海市,上海市,静安区,121.4572170804851,31.25621851417274,Toilet
无障碍洗手间,生活服务,公厕,121.461802,31.254402,上海市,上海市,静安区,121.4572401387302,31.256315527345297,Toilet
无障碍洗手间,生活服务,公厕,121.461961,31.254503,上海市,上海市,静安区,121.4573995910805,31.256416870909927,Toilet
无障碍洗手间,生活服务,公厕,121.461581,31.254815,上海市,上海市,静安区,121.45701846367189,31.256727806263136,Toilet
