id,population,2sfca_40_Shape_Area,geometry_type,x,y,geometry_coordinates
21476,20.08975327014923,14.787958395646736,Point,13521050.000000002,3664108.09665543,"[13521050.000000002, 3664108.09665543]"
21477,24.22204089164734,15.046579942409895,Point,13521150.000000002,3664108.09665543,"[13521150.000000002, 3664108.09665543]"
21711,81.72260904312134,1.7316921619218855,Point,13517850.0,3663991.1370395627,"[13517850.0, 3663991.1370395627]"
21712,79.30778312683105,1.3741717652160854,Point,13517950.0,3663991.1370395627,"[13517950.0, 3663991.1370395627]"
21713,79.83299255371094,1.3432367095429325,Point,13518050.000000002,3663991.1370395627,"[13518050.000000002, 3663991.1370395627]"
21714,61.91511058807373,1.3741717652160854,Point,13518150.000000002,3663991.1370395627,"[13518150.000000002, 3663991.1370395627]"
21715,63.0116662979126,1.9078223150647693,Point,13518250.0,3663991.1370395627,"[13518250.0, 3663991.1370395627]"
21716,75.44989156723022,1.3741717652160854,Point,13518350.0,3663991.1370395627,"[13518350.0, 3663991.1370395627]"
21717,78.00704669952393,1.3741717652160854,Point,13518450.0,3663991.1370395627,"[13518450.0, 3663991.1370395627]"
21718,76.04253673553467,1.3053017130444975,Point,13518550.000000002,3663991.1370395627,"[13518550.000000002, 3663991.1370395627]"
